ID,Name,Type,Keywords,Range,Description,Requirements,Combined Costs,Mana Cost,AP Cost,RP Cost,Other Costs,Benefits,Associated Abilities,Parent Ability,Subdivision Index,Gathering Cost,Gathering Bonus
spirit_circuit_crash,Spirit Circuit Crash,true_ability,,45ft,"You send a wave of magic energy onto the target, afflicting them with Spirit Circuit Crash— jamming their Spirit Circuits.  The target cannot use Secret Arts or any abilities that require mana until the end of their next turn.  The target may choose to take damage equal to your heavy attack damage to cancel this effect.You can cast this through a creature affected by Mind Connection.",,AP: 2,,2,,,,,,,,
spirit_jump,Spirit Jump,true_ability,,Self,"You and your mount jump up to 60ft vertically straight up into the air.  You can additionally move 5ft horizontally afterwards.  Unless your mount can fly, you automatically land straight down from your position at the end of your turn or for 0 AP, this falling movement does not provoke attacks of opportunity and you do not take fall damage from it.  You cannot make any non-teleport movement actions while in the air, but can still take other actions (such as attacking) while airborne.

You may trade height to move horizontally as part of the initial jump, moving 5ft horizontally as part of the jump in exchange for 5ft of height. You may move up to 40ft extra horizontally with this.

Instead of spending mana, you may instead spend a minute preparing this ability before activating it. When you do, this ability costs 0 mana.",Must be mounted.,AP: 0 MP: 2,2,0,,,,,,,,
spirited_bravado,Spirited Bravado,true_ability,,,"When you are under the effect of Tipsy, you gain a Spirited Bravado which grants +1 Power.",,,,,,,,,,,,
spiritual_sync,Spiritual Sync,true_ability,Rage,Self,"If you paid mana for this ability, you gain Temporary HP equal to 8X. Any Temporary HP from this ability remaining after the encounter conclusion phase is turned back into mana at a ratio of 8 Temporary HP to 1 mana.

You may instead pay HP for this ability. If you do, you gain 1 Temporary Mana for every 8 HP you spend. You cannot spend more HP than you currently have. Any Temporary mana is lost at the encounter conclusion phase.

You may spend a maximum of 3 mana or 24 HP on this ability.

Once you use this ability, you may not use it again until after an encounter conclusion phase.",,AP: 0 MP: X,X,0,,,,,,,,
spore_burst,Spore Burst,true_ability,"Earth, Spell",5ft,"You create an explosion of spores in front of you.  Make a Heavy Attack against the target. Afterwards, knock back the target 5ft and knock yourself back 5ft. This Spell does not trigger attacks of opportunity.",,AP: 2,,2,,,,,,,,
spore_symbiote,Spore Symbiote,true_ability,Quick,60ft,"You send a Spore Symbiote to an ally or yourself.  The Spore Symbiote lasts until the end of combat, or you move it to another target (You can only have one Spore Symbiote active at a time).  If the host of Spore Symbiote moves more than 240 feet away from you, the Spore Symbiote ends.",,AP: 0,,0,,,,,,,,
squadsight,Squadsight,true_ability,,300ft,An ally that can see or hear you within range may use your Perception score until the start of your next turn. They may also see from your position rather than their own and they may calculate their ranged weapon range (but not LoS) from your position instead of their own. This new range may not exceed twice their normal range.,,MP: 1 RP: 0,1,,0,,,,,,,
stab_throw,Stab & Throw,true_ability,,Special,You may make a Heavy Attack against a target in melee range. You may then use the same weapon to Heavy Attack a different target within your ranged weapon range or thrown attack range. This second attack does not provoke attacks of opportunity from the target of your first attack.,"Throwing Weapon, Set of Missiles or Thrown attack only.",AP: 3,,3,,,,,,,,
stable_foundation,Stable Foundation,true_ability,,,"Make a crafting check, afterwards all future crafting dice for this session cannot roll below a 3.",Must be the first crafting dice in a crafting session. Costs 1 Crafting Dice,,,,,,,,,,,
stalks_of_comparison,Stalks of Comparison,gathering_ability,,,"Make a gathering check and apply it to either Node Points or Lucky Points. If the result of this check (before bonuses) is higher than your previous roll this session, gain a bonus to the result equal to your Foraging skill (max +10).",Costs 1 Strike Dice,Other: 1 Strike Dice,,,,other: 1 Strike Dice,,,,,1 strike dice,
start_dash,Start Dash,true_ability,Quick,Self,You move up to your speed.,Must be the first action in your turn.,AP: 0,,0,,,,,,,,
static_discharge,Static Discharge,true_ability,"Lightning, Spell",40ft,"A single target in range must make a save or the Static stacks on them immediately discharge, triggering the Static effect as though it was the end of the target’s turn.

Whether the target succeeds at or fails the save, they lose all Static charges.",The target must be afflicted with Static you applied.,AP: 2 MP: 2,2,2,,,,,,,,
static_overload,Static Overload,true_ability,"Daze, Lightning, Spell",60ft,A single target in range must make a save or immediately take Wind(Lightning) damage equal to their Static and become inflicted withDaze.,The target must be afflicted with Static you applied.,AP: 2,,2,,,,,,,,
statue_form,Statue Form,true_ability,Transformation,Self,"You turn yourself into a statue, petrifying yourself and the items on you. While in this mode, you gain a +5 bonus to your guard but cannot take any actions except Block. You may leave this mode by spending 0 AP.

You may rest as normal while in this form. While staying in this form, you do not need to eat.

You gain a +10 bonus to your Deception for convincing others that you are just a statue.",,AP: 4,,4,,,,,,,,
status_assessment,Status Assessment,true_ability,"Analyze, Quick",Sight,"You can assess the approximate HP percentage of a unit until the end of combat. (The DM should enable health bars for the unit). You can also determine which parts of a creature can be targeted and destroyed, if any.",,AP: 0,,0,,,,,,,,
status_assessment_ii,Status Assessment II,true_ability,"Analyze, Quick",Sight,"You can assess the approximate HP percentage of a unit until the end of combat. (The DM should enable health bars for the unit). You can also assess any damage type weaknesses and strengths that the enemy has at the current time. You can also determine which parts of a creature can be targeted and destroyed, if any.",,AP: 0,,0,,,,,,,,
status_assessment_iii,Status Assessment III,true_ability,Analyze,Sight,"You can assess the approximate HP and RP percentage of a unit until the end of combat. (The DM should enable health bars for the unit). You can also assess any damage type weaknesses and strengths that the enemy has at the current time. You can also determine which parts of a creature can be targeted and destroyed, if any.",,AP: 0,,0,,,,,,,,
steadfast_earth_stance,Steadfast Earth Stance,true_ability,Stance,Self,"You enter a stance that grants you the toughness of the earth. You gain a +2 bonus to your guard and a +6 bonus to your Block.

This stance lasts until you enter a different stance.",Not wearing any armor (including armor plates),AP: 0 MP: 1,1,0,,,,,,,,
steady_craft_ii,Steady Craft II,true_ability,,,You add a crafting check to the item. The crafting dice is automatically a 7.,1 Crafting Dice.,,,,,,,,,,,
steady_stance,Steady Stance,true_ability,Stance,Self,You enter a Stance in which you become Immovable unless the enemy has more Power than you. This stance lasts until you enter a different stance.,,MP: 1 RP: 0,1,,0,,,,,,,
steal_heart,Steal Heart,true_ability,"Spell, Charm",40ft,"The target must make a save or become Charmed until the end of the encounter.

If you use this on a Grunt level enemy and you charm them, you may choose their actions when it's their turn in addition to Charm’s normal effect.

You may only have 1 target charmed at the same time.",,AP: 2 MP: 1,1,2,,,,,,,,
steal_time,Steal Time,true_ability,,Melee Weapon Range,"You may make a Light Attack against the target. On damage, you lower their Initiative by 1 and increase yours by 1. This effect can stack both on you and on enemies.",,AP: 1 MP: 1,1,1,,,,,,,,
steel_aura,Steel Aura,true_ability,Aura,Self,"You gainSteel Aura, granting you 3 additional guard, but you can no longer use any RP actions besides block. You can end this effect at any time for 0 RP. This effect ends at the start of your next turn.",,MP: 2 RP: 0,2,,0,,,,,,,
stolen_power,Stolen Power,true_ability,Spell,60ft,"Make a Light (1 AP), Precise (2 AP) or Heavy (2 AP) attack that deals Arcane damage against the target. You use their Power for the damage calculation.

This spell does not provoke attacks of opportunity.",,AP: X,,X,,,,,,,,
stolen_skill,Stolen Skill,true_ability,Spell,40ft,"You may name one skill (such as perception, acrobatics) and force the target to make a save against your Potency. On failure, you steal their skill points spent into the skill until the end of the encounter. You gain their skill points they have in that skill to your skill while they lose all of theirs.

Only affects skill points spent, not any other bonuses from abilities or stats.

Can not be used on artisan and gathering skills.

You may only have 1 instance of Stolen Skill active at the same time, but you may choose to drop your current stolen one for 0 AP.",,AP: 1,,1,,,,,,,,
stoneskin,Stoneskin,true_ability,,,"You gain +1 guard and +4 block, but also -2 evasion and dodge.",,,,,,,,,,,,
store_time,Store Time,true_ability,,Self,"You store time, granting you 1 extra AP at the start of your next turn.",,AP: 1,,1,,,,,,,,
storeconsume_item,Store/Consume Item,true_ability,,Self,"You store a consumable item within your body, this item still counts towards weight limits.  Without needing to equip the item, you can consume an item to gain its effects.",,AP: 0,,0,,,,,,,,
stratagem_lightning,Stratagem: Lightning,true_ability,Encounter Start,"All allies in sight, including yourself.",All allied units (including yourself) gain +1 to Initiative and may immediately move up to their Speed.,,,,,,,,,,,,
strengthening_the_bond,Strengthening the Bond,true_ability,,5ft,"You swap places with a willing ally. This movement does not trigger any attacks of opportunity. You cannot use this ability if it causes an ally unit to occupy an invalid space. Before or after the swap you can take a 5ft step, but the swap must occur.

You may spend 1 RP to use this ability instead of the normal cost.",A willing ally is within 10ft range.,AP: 0,,0,,,,,,,,
strike_of_still_water,Strike of Still Water,true_ability,"Full Pierce, Sure Hit, Unarmed Strike",Melee Weapon Range,You may make a Heavy Attack against the target.,Must be in Serene Water Stance.,AP: 2 MP: 1,1,2,,,,,,,,
studied_healer,Studied Healer,key_ability,,,,,,,,,,"You gain +5 skill points in the Religion skill., Followers of your Religion are more obligated to listen to you, granting you a +5 Negotiation Bonus when dealing with them.",,,,,
study_target,Study Target,true_ability,"Lock On, Setup, Full Pierce, Sure Hit, Overcharge",Sight,Your next attack against the target gains the Lock On keyword.Overcharge:You may spend 2 additional AP to instead make the next attack gain the Sure hit and Full Pierce keywords. You may spend an additional 4 AP to apply Death Mark to a target. This ability gains the Setup keyword if more than 4 AP is used on it.,,AP: 2,,2,,,,,,,,
stygian_comprehension,Stygian Comprehension,key_ability,,,,,AP: 1 MP: 1,1,1,,,"You gain Elemental Mastery: Dark, You may use Dark Bolt.",Dark Bolt (dark_bolt),,,,
stygian_screen,Stygian Screen,true_ability,"Spell, Dark, Concentration",30ft,"You create a wall of darkness that is 20ft long, 5ft wide and 10ft high. This wall must be a straight line.  This wall blocks line of sight. Targets inside of the wall can only see 5ft away",,AP: 2 MP: 2,2,2,,,,,,,,
suckerpunch,Suckerpunch,true_ability,"Encounter Start, Sure Hit, Unarmed Strike",Melee Weapon Range,"You may make a Heavy Attack against the target. On damage, the target becomes Unbalanced.",,,,,,,,,,,,
summon_animal,Summon Animal,true_ability,Summon,40ft,"You summon a randomly chosen animal to a location you can see within range. The summon does not act by itself, but you may spend AP to make it act. The AP cost for these actions is the same as they would be for you taking the basic actions. (Example, you can spend 2 AP to make the summon do a Heavy attack).

The summon also gains access to the abilities the summoned creature normally has. The costs for these have to be paid by you, same as they would be for basic actions. Any attacks it makes are made with its own stats. When an animal summoned through this ability dies, you cannot use this ability again until the end of the encounter. You can undo the summoning manually for 0 AP.

The pool of creatures that can be summoned is the following: Wolf, Boar, Giant Spider.",,AP: 1,,1,,,,,,,,
summon_lesser_eidolon,Summon Lesser Eidolon,true_ability,"Summon, Spell, Upkeep",30ft,"Your contracted Eidolon hears your call and sends their minions to fight for you. The summon called and costs are dependent on your attunement. Lasts up to 5 minutes. You must pay the upkeep cost under the Summon’sSummonSkill or the Summon vanishes.

Unless the summon has a skill that says otherwise, a summon acts after you on initiative, but cannot act the round it is summoned except for RP actions.",,,,,,,,,,,,
summoning_basics,Summoning Basics,key_ability,,,,,AP: 2,,2,,,"You may channel for 10 minutes after which you arrive at the space between worlds, allowing you to interact with Eidolons that wish to meet with you., You may use Attune Eidolon.",Attune Eidolon (attune_eidolon),,,,
superconductor,Superconductor,key_ability,,,,,,,,,,"Your Electromancer and Electromaster abilities that deal Wind(Lightning) Damage gain Lock On and Half Pierce when used against a target in natural water, with water typing or with the Soaked debuff., You gain Elemental Mastery: Lightning.",,,,,
superior_assessment,Superior Assessment,key_ability,,,,,AP: 0,,0,,,You may use Status Assessment III.,Status Assessment III (status_assessment_iii),,,,
swallow_acrobatics,Swallow Acrobatics,true_ability,,Self,Your next movement before the end of your turn does not provoke attacks of opportunity.,Can be used after you make a melee attack while flying.,AP: 0,,0,,,,,,,,
swap,Swap,true_ability,"Rapid, Teleport",20ft,"You Swap positions with a chosen willing ally or any non-heroic enemy.

You may use either AP or RP for this ability. You don't need to pay the cost of both.",,AP: 1 RP: 1,,1,1,,,,,,,
sweeping_stance,Sweeping Stance,true_ability,Stance,Self,"You enter a stance in which you spin your weapon around in a circular motion and lash out against any enemy that approaches. When an enemy enters your weapon’s range you may make an Attack of Opportunity against them. An enemy moving while already being in your attack range does not provoke. Your weapon's range for these attacks of opportunities is increased by 5ft (This does not affect your normal threaten range).

The stance lasts until you make an attack that isn’t an Attack of Opportunity.",Two-handed weapons only.,AP: 2 MP: 1,1,2,,,,,,,,
swift_wind_palm,Swift Wind Palm,true_ability,"Unarmed Strike, Sidestep, Lock On",Melee Weapon Range,"You make a Light attack against the target. On damage, the target is knocked down 30ft or until they hit the floor (on top of any other height loss from being hit while flying) and you may Sidestep next to them afterwards.

A target knocked down on to the ground with this ability is knocked prone and takes falling damage as normal. They do not take the normal extra damage as result of being knocked into the floor.",You and thetarget must be airborne,AP: 1 MP: 1,1,1,,,,,,,,
tackle,Tackle,true_ability,,5ft,"You attempt to tackle the target and may make a Heavy Attack against them. This attack deals no damage. On hit and if the target did not use the Block action against this ability, you and the target fall Prone. If the target successfully dodges this ability, you fall Prone.",,AP: 0,,0,,,,,,,,
tag_rotation,Tag Rotation,true_ability,,"Two ally units, or yourself and an ally unit that are adjacent to each other that you can see.","The target willing allies, or yourself and a target willing ally switch places.  This movement does not trigger any attacks of opportunity.  You cannot use this if it causes an ally unit to occupy an invalid space. You may use either AP or RP for this ability.",,AP: 1 RP: 1,,1,1,,,,,,,
tailwind,Tailwind,true_ability,Encounter Start,40ft,"You and all allies within 40ft gain Tailwind, which provides a +1 bonus to initiative and doubles movement speed in the first round of combat.",,,,,,,,,,,,
take_cover,Take Cover!,true_ability,,Light cover in sight,All Low Cover in a 20x20 area becomes High Cover for your allies (including yourself).  This effect lasts until the start of your next turn.,,AP: 1,,1,,,,,,,,
take_it_easy,Take it easy,gathering_ability,,,"Do not make a gathering check. Instead, immediately collect 25% of the Outcrop’s base material as a bonus (doesn’t affect material totals), but no Node or Lucky progress is made.",Must in a gathering session.,Other: 1 Strike Dice,,,,other: 1 Strike Dice,,,,,,
tap_cracker,Tap Cracker,true_ability,Overcharge,45ft,"You open a door or interact with an object remotely.  You can cast this through a creature affected by Mind Connection.

Overcharge:You can pay 1 mana to magically unlock most doors and objects (DM can decide if an object is too complicated, and still make you roll a Skill Check).",Object is in a room affected by Psychometry,AP: 1,,1,,,,,,,,
tempestuous_fire_stance,Tempestuous Fire Stance,true_ability,Stance,Self,"You enter the Tempestuous Fire Stance. While in this Stance, before you make an attack with the Unarmed Strike keyword, you may choose to move 5ft per AP spent on the move. This movement does not provoke attacks of opportunity. This Stance lasts until you enter a different stance or until you move, with the exceptions of this ability and movement abilities with the Unarmed Strike keyword. Making an attack does not cancel this stance.",,MP: 1 RP: 0,1,,0,,,,,,,
temporary_protection,Temporary Protection,true_ability,,30ft,"Until the end of the encounter, the target ally you selected is also treated as your VIP.",,AP: 0 MP: 3,3,0,,,,,,,,
tengu_aura_weapon,Tengu Aura Weapon,true_ability,Aura,,"Your infuse your weapons with fiend killing aura, making them equivalent to Silver weapons for the purposes of harming fiends. Attacking a fiend with a silver weapon disables their regeneration.",,,,,,,,,,,,
tengu_mask,Tengu Mask,true_ability,Presence Concealment,Self,"You manifest and don a Tengu Mask of your desired design, grantingPresence Concealment.   You cannot use any mana abilities or Aura abilities while in Presence Concealment.  You can end this effect for 1 AP or 1 RP, to either remove your mask or to wear it on your head in a way that doesn't cover your face.",,AP: 1,,1,,,,,,,,
terracing,Terracing,true_ability,,Self,"You raise the ground around you in a 25x25ft square centered on yourself. The ground is raised upwards by 10ft. Can only be used on natural ground and cannot be used on ground that’s already been raised.

Overcharge: You may spend 1 AP and 1 Mana to raise it upwards by another 10ft.",,AP: 1,,1,,,,,,,,
terrifying_charge,Terrifying Charge,key_ability,,,,,,,,,,"When dealing damage with the trample effect or with your Secret Art: Override, any non-heroic target you damage becomes Shaken until the end of their next turn.",,,,,
tetsuzanko,Tetsuzanko,true_ability,"Bajiquan, Combo, Unarmed Strike",Melee Weapon Range,"You may make a Heavy Attack against the target. This attack deals additional Light Damage added to the Heavy Damage.Combo:If used after an ability that moved the target, you may move the target for an equal distance again.",,AP: 3,,3,,,,,,,,
the_alchemist,The Alchemist,key_ability,,,,,,,,,,"You gain Alchemist Core Crafting Abilities, and proficiency in 1 basic weapon., You can craft using non-advanced materials and base materials., You can use an Alchemist's Alembic as crafting tool for alchemy crafts., You craft 3 of the same Elixir, Potion, Flask, Poison or Salve when using an interlude point instead of 1. You only need to pay the listed cost once.",Alchemist Core Crafting (alchemist_core_crafting),,,,
thefts_of_the_past,Thefts of the past,key_ability,,,,,,,,,,"When making a check with the Roguecraft skill, you may treat the object or person you’re interacting with as being up to an hour in the past. This may allow you to steal things not currently carried, open doors before they were locked and more. Does not work in combat and an item that is consumed cannot be stolen., Using the Delay encounter start action does not consume your encounter start action use and you may use it multiple times.",,,,,
thermal_quench,Thermal Quench,true_ability,,,"You make a crafting check. For each time you rolled a 5 or higher this craft, this check gains a +1 bonus.",Must be in a crafting session.,Other: 1 Crafting Dice,,,,other: 1 Crafting Dice,,,,,,
thermal_vision,Thermal Vision,true_ability,,,"You can perfectly see and detect heat sources up to 120ft away, including stealthed creatures. This cannot detect things hidden by magical means. You can no longer discern a difference in heat once something reaches freezing temperatures.",,,,,,,,,,,,
threatening_aura,Threatening Aura,true_ability,Challenge,Self,"Until the start of your next turn, all enemies in your melee range are considered Challenged by you.",,AP: 2,,2,,,,,,,,
throw_potion,Throw Potion,true_ability,,30ft,You throw a Potion in your hands at a willing ally unit within range. The unit may pay the mana cost (if any) to receive the effect of the Potion.,,AP: 1,,1,,,,,,,,
thunderstorm,Thunderstorm,true_ability,"Lightning, Spell",40ft,"You may make a Light Attack that deals Wind(Lightning) damage against all enemies in range. As the attack comes from the sky, any cover is calculated from above the target rather than from your path to the target.",,AP: 3,,3,,,,,,,,
timberwrights_core_crafting,Timberwright's Core Crafting,true_ability,,,Temporarily disabled.,,,,,,,,,,,,
tiny_pixie,Tiny Pixie,true_ability,,,Your size is tiny and you are able to occupy the same square as an ally or enemy. Your Toughness is reduced by 2 and your Agility is increased by 2.,,,,,,,,,,,,
tireless_undead,Tireless Undead,true_ability,,,"Jiangshi do not know pain or fatigue, making them terrifying warriors. You are always counted as rested despite the most inhospitable conditions. You also do not need to sleep.",,,,,,,,,,,,
titans_grip,Titan's Grip,key_ability,,,,,,,,,,"You may wield a Two-Handed weapon in 1 hand allowing you to use a second (Two-Handed) weapon or shield in your offhand., While dual wielding heavy weapons, you may make dual wield attacks as if they were light weapons.",,,,,
torture_techniques,Torture Techniques,true_ability,"Slow, Unbalanced, Bleeding",Melee Weapon Range,"You twist the knife and inflict a debilitating wound on the enemy. You inflict one of the following conditions: Slowed, Unbalanced or Bleeding. These last until the end of the target’s next turn.",You landed a crit on the enemy (and it wasn't blocked or dodged).,RP: 0,,,0,,,,,,,
toss_a_coin,Toss a coin,key_ability,,,,,,,,,,"As an Errand action, you may perform in a city or town and earn Clim equal to your relevant Art roll x 10 up to a maximum of 300 clim.",,,,,
track,Track,true_ability,,Self,"You find any tracks that aren’t hidden.  Once you find tracks, you can follow them at normal speed without having to make checks.",,AP: 1,,1,,,,,,,,
trail_mix,Trail Mix,true_ability,,,"For a camp action you create up to 5 servings of a trail meal.  It costs 20u of food per serving and does not give mana, but it keeps starvation away.  Does not require a culinary kit, and does not count as cooking for the purposes of culinary actions such as using stocks.",20u of Food Per Serving,Other: Rest Action,,,,other: Rest Action,,,,,,
trailblazer,Trailblazer,true_ability,,Self,You move up to your speed. Any allies within 30ft of where you started moving may spend 1 RP to move up to twice their speed towards you. They ignore the effects of natural difficult terrain for this movement.,Must be mounted and meet the requirements of your Light Cavalry key ability.,AP: 1,,1,,,,,,,,
trample,Trample,true_ability,Sure Hit,Self,"You may activate this after moving at least 20ft in a movement action to gain Trample until you stop moving. Abilities with the Teleport keyword do not apply for this, but declaring multiple AP to move at the same time counts as 1 action. While under the effects of trample, you don't provoke attacks of opportunity by moving and you can move into enemies that are at least one size smaller than your mount. An enemy may spend 1 RP to move out of the way to an empty spot within 5ft of them.

If they don’t move out of the way, you make a Sure Hit Light attack against them with your mount, using your mount’s stats. On damage, you knock them prone into the square you came from and keep moving, occupying the square they were in. Otherwise your movement action ends.

Each enemy can only be affected by trample once per activation of the ability, regardless of whether they are attacked or move out of it.",Must be mounted.,RP: 0,,,0,,,,,,,
tranquil_prayers,Tranquil Prayers,key_ability,,,,,,,,,,"Your Acolyte, Priest and High Priest Healing abilities heal for 2x value when used out of combat.",,,,,
transfusion,Transfusion,true_ability,"Healing, Aid",40ft,"You lose HP up to your Toughness x 2. An ally within range heals for the same amount of HP you lost.

This HP loss cannot be mitigated in any way and ignores temporary HP.",,AP: 0,,0,,,,,,,,
transmutation_basics,Transmutation Basics,key_ability,,,,,,,,,,"You gain Transmuter Core Crafting Abilities. You may use one of these abilities in a crafting session. If you use one of these abilities, other transmuters can no longer use their co craft abilities with you. Similarly, if a co crafter uses one of these abilities for you, you can no longer use any of these abilities., You can craft using non-advanced materials and base materials., You can now craft Elixirs, Potions, Flasks and Salves. You craft 3 of the same Elixir, Potion, Flask or Salve when using an interlude point instead of 1. You only need to pay the listed cost once., You gain proficiency in alchemist’s tools and 1 basic weapon type.",,,,,
transmutation_basics_craft_fuel_shells,Craft Fuel Shells,crafting_ability,,,"You craft up to 5 small shells. You can instead craft a medium shell instead of 2 small shells. Small shells require 50 magical fuel, medium shells require 200 magical fuel.",,,,,,,,,transmutation_basics,5,,
transmutation_basics_create_artifice_parts,Create Artifice Parts,crafting_ability,,,"You create up to 3000u of artifice parts of the same type of blacksmithing material used to make them at a 1:1 rate. (3000u of Iron Creates 3000u of Iron Artifice Parts.) See Items: Blacksmithing Materials, Artificer Materials. When converting items of a higher tier, you can convert up to 6000 of tamahagane, 9000 of mithril, 12000 of Orihalcum or 15000 of escudo.",,,,,,,,,transmutation_basics,6,,
transmutation_basics_create_ingot,Create Ingot,crafting_ability,,,You create an ingot from blacksmithing base materials or from blacksmithing special materials. See Item: Blacksmithing Materials.,,,,,,,,,transmutation_basics,2,,
transmutation_basics_create_oil_coating,Create Oil Coating,crafting_ability,,,You create an Oil Coating from Carpenter materials. See Items: Carpenter Materials,,,,,,,,,transmutation_basics,3,,
transmutation_basics_create_wood_block,Create Wood Block,crafting_ability,,,You create a Wood Block from Carpenter materials. See Items: Carpenter Materials,,,,,,,,,transmutation_basics,4,,
transmutation_basics_rage_quit,Rage Quit,crafting_ability,co-craft,,Co-Craft. Only usable once per crafting IP. Destroy the uncrafted item and all materials invested into the craft. You may immediately start another crafting session. If you use this as a Co-Craft it requires 1 crafting dice from the main crafter. Bouncing IdeasDescription:Co-Craft. You assist with crafting adding 1d4 crafting points to the current craft.,,,,,,,,,transmutation_basics,1,,
transmutation_basics_tan_leather,Tan Leather,crafting_ability,,,You create a tanned hide from armorsmithing base leather materials. See item: Armorsmthing materials.,,,,,,,,,transmutation_basics,7,,
transmutation_tricks,Transmutation Tricks,key_ability,,,,,,,,,,"For 1 AP, You can create small items using transmuting to provide temporary comforts and curiosities— a cup to drink out of, a chair to sit down on, a figurine etc.  These items cannot have significant gameplay factors (such as a key or a tool).  If you’d like to create something small to give away or sell, you must utilize x amount of commodities of whatever quantity and type the GM decides., You may use your transmuter abilities a second time during a craft or co craft., You may use the following abilities:",Transmuter Tricks (transmuter_tricks),,,,
transmute_effective_implement,Transmute Effective Implement,true_ability,Overcharge,5ft,"From the surrounding material you construct an “Effective Implement”, granting you a +5 to the skill of your choice.  You must explain how this implement will be effective towards the check using the relevant skill (example:  creating a springboard to jump higher with acrobatics) and the GM determines the validity or this ability has no effect.  Does not work with crafting or gathering skills. This implement lasts until you have attempted the specific check it was created for.

You may also spend 1 RP instead of 1 AP for this ability.

Overcharge:  You can spend 1 additional mana to increase the skill bonus to +10.",,AP: 1 MP: 1,1,1,,,,,,,,
transmute_terrain,Transmute Terrain,true_ability,,5ft,"Creates a connected transmuted terrain that grows from the point of origin.  For every mana spent, you can create up to 4 5ft squares of terrain that must be connected.  Choose solid ground normal terrain or difficult terrain.  Removes effects on the terrain such as ice, fire. The terrain can push objects and creatures in the direction its being created.  If the transmute terrain deals damage to a creature, the spell stops after and the 5ft segment that contacted them is destroyed.  Each segment of wall has HP equal to 20+Focus

Heroics caught in the terrain may spend 1 RP to step out of it. Once they do, they can't be shoved within this use of transmute terrain even if you attempt to hit them with it again.",,AP: 2 MP: X,X,2,,,,,,,,
transmute_wall,Transmute Wall,true_ability,,5ft,"You quickly transmute multiple walls to defend against an incoming ranged attack.   Each wall you summon reduces the damage of the incoming attack by 2* Focus, you can summon as many walls as you like against the incoming attack for 1 mana per wall. After the attack resolves, every wall you made vanishes regardless of remaining HP.",You or an ally in range is the target of a ranged attack.,MP: X RP: 1,X,,1,,,,,,,
transmute_weapon,Transmute Weapon,true_ability,,30ft,"Using the available materials around you, you transmute any basic weapon into your hand or next to an ally, your ally can grab the weapon at the time of its creation for 0 RP, as well as sheathe their weapons.  The weapon lasts until the end of the encounter and is destroyed.

You can transmute weapons out of special material if there is enough of it in the area, or if you have one (such as an ingot) but the material is destroyed afterwards.  The DM determines if this is possible in the specific case.",There is suitable material available. (GM decides),AP: 1,,1,,,,,,,,
transmuter_tricks,Transmuter Tricks,true_ability,,,"Stabilize MatterDescription:Co-Craft. Use a transmutation that stabilizes the material, making it easier to work with.  The next crafting check cannot roll lower than a 6.

A Small Bit of CreationCost:one herb.Description:You deconstruct and reconstruct the structure of an harvested alchemy herb.  By lowering its energy level you attune an herb to another element.  Choose one herb and lower its rarity by one step and then change its element into the element of your choice.",,,,,,,,,,,,
trap_basics,Trap Basics,key_ability,,,,,,,,,,"You may convert 100u of junk into a Trapper's Trap you can use for your abilities. You may do so as a Rest action or as an Errand action. Trapper's Traps are a special item that cost 1 burden., You may carry up to 3 Trapper's Traps without them costing Burden., When resting at your camp outdoors, you may set traps that will alert you to enemies approaching by using a rest action. These do not consume a Trapper's Trap,  but allow you to use Survival to detect enemies instead of Perception. After each of such rests, you obtain 1d10 x 5 food units.",,,,,
travelers_end,Traveler's End,true_ability,"Song, Upkeep, Sound",Self,"You play the final tunes of the melody that signals the traveler’s ending.

While Traveler’s End remains active, the Potency of your Mist of the Vale and Despair of Isolation is increased by 3. Your Mist of the Vale can no longer be removed and any effect that would remove it instead dispels Traveler’s End.

At any point after activating this song, you may spend 1 RP and 5 Mana to make a Sure Hit Heavy attack against all enemies within your Mist of the Vale. On killing blow, you regain 1 mana you spend on the attack (up to 5). Afterwards, the Mist of the Vale ends and cannot be reused in this encounter.

Traveler’s End otherwise lasts until the end of the encounter or until the Mist of the Vale is gone.

Upkeep:1 Mana",Mist of the Vale must be active for at least 1 turn.,AP: 0 MP: 1,1,0,,,,,,,,
tremorsense,Tremorsense,true_ability,Overcharge,40ft,"You become aware of the presence and exact location of any creature within range that is touching the ground until the end of your turn.

Overcharge: You may spend extra mana to increase the range by an additional 40ft per mana spent.",,AP: 1 MP: 1,1,1,,,,,,,,
true_death,True Death,true_ability,,,Damage from melee weapon attacks made by you also reduces the target’s max HP by the same amount. This lasts until the end of the encounter.,,,,,,,,,,,,
true_divine_release,True Divine Release,true_ability,"Transformation, Upkeep",Self,"You unleash your latent angelic powers and transform into a semi-divine being for up to an hour. While transformed, you gain controlled flight and +5 movement speed.Upkeep:2 mana After using this ability, you cannot do so again until the interlude rest phase.",Not already transformed,AP: 4,,4,,,,,,,,
two_point_strike,Two Point Strike,true_ability,"Unarmed Strike, Mystic Eye",Melee Weapon Range,"You may make a Light Attack against the target. On damage, you apply Wave Palm I.

Wave Palm increases the mana cost of the afflicted target’s next ability that uses mana by an amount equal to the amount of stacks applied. If the triggering attack makes the number of total stacks exceed the target's current mana, they lose mana equal to the amount of total stacks and take true damage equal to triple this amount. Wave Palm does not stack with itself, use only the higher value.

If the target has no mana, they immediately take true damage as if their stacks exceeded their current mana.

When the Wave Palm effect triggers, either by increasing the mana cost or by dealing the true damage, the Wave Palm effect is removed.",,AP: 1 MP: 1,1,1,,,,,,,,
